STATE_NAME,CENSUS_REGION,USPS,GEOID,ANSICODE,NAME,ALAND,AWATER,ALAND_SQMI,AWATER_SQMI,INTPTLAT,INTPTLONG                                                                                                               
Illinois,Midwest,IL,17153,1784966,Pulaski,515887805,10473599,199.185,4.044,37.215615,-89.127755
Illinois,Midwest,IL,17155,424279,Putnam,414813854,31243033,160.161,12.063,41.19894,-89.298386
Illinois,Midwest,IL,17157,1784967,Randolph,1490545821,56207459,575.503,21.702,38.056515,-89.82121
Illinois,Midwest,IL,17159,424281,Richland,932423038,4884901,360.011,1.886,38.71155,-88.085698
Illinois,Midwest,IL,17161,424282,Rock Island,1107269212,61561322,427.519,23.769,41.468404,-90.572203
Illinois,Midwest,IL,17163,1784987,St. Clair,1703640118,42092010,657.779,16.252,38.470198,-89.928546
Illinois,Midwest,IL,17165,424283,Saline,983746300,18008552,379.827,6.953,37.751653,-88.545031
Illinois,Midwest,IL,17167,1785010,Sangamon,2248891701,22577677,868.302,8.717,39.757258,-89.662032
Illinois,Midwest,IL,17169,1785037,Schuyler,1132531126,10511619,437.273,4.059,40.156905,-90.613464
Illinois,Midwest,IL,17171,424286,Scott,649861255,4812706,250.913,1.858,39.637002,-90.477771
Illinois,Midwest,IL,17173,1785051,Shelby,1964597878,24693146,758.536,9.534,39.384926,-88.798862
Illinois,Midwest,IL,17175,424288,Stark,746121702,708705,288.079,0.274,41.096908,-89.797411
Illinois,Midwest,IL,17177,1785076,Stephenson,1462175841,1385929,564.549,0.535,42.349726,-89.665994
Illinois,Midwest,IL,17179,1785094,Tazewell,1681105109,22941950,649.078,8.858,40.508074,-89.51626
Illinois,Midwest,IL,17181,1785113,Union,1070855733,22502288,413.46,8.688,37.485644,-89.244638
Illinois,Midwest,IL,17183,1785114,Vermilion,2326763518,7534496,898.368,2.909,40.186754,-87.726778
Illinois,Midwest,IL,17185,424293,Wabash,578224657,11012015,223.254,4.252,38.445821,-87.839167
Illinois,Midwest,IL,17187,1785134,Warren,1404823489,1674135,542.405,0.646,40.850441,-90.620223
Illinois,Midwest,IL,17189,1785150,Washington,1457058164,3454759,562.573,1.334,38.35314,-89.417187
Illinois,Midwest,IL,17191,424296,Wayne,1848769766,4331019,713.814,1.672,38.431857,-88.43243
Illinois,Midwest,IL,17193,424297,White,1281439168,18374883,494.766,7.095,38.087372,-88.178585
Illinois,Midwest,IL,17195,1785167,Whiteside,1772198884,31796433,684.25,12.277,41.750571,-89.910957
Illinois,Midwest,IL,17197,1785190,Will,2167644189,31847673,836.932,12.296,41.448474,-87.978456
Illinois,Midwest,IL,17199,1785215,Williamson,1088219287,62646403,420.164,24.188,37.730353,-88.930018
Illinois,Midwest,IL,17201,1785216,Winnebago,1329636652,15216951,513.376,5.875,42.337396,-89.161205
Illinois,Midwest,IL,17203,1785231,Woodford,1367025012,38410921,527.811,14.831,40.78979,-89.210607
Indiana,Midwest,IN,18001,450401,Adams,878078763,2430677,339.028,0.938,40.745733,-84.93613
Indiana,Midwest,IN,18003,450402,Allen,1702441353,7007597,657.316,2.706,41.091855,-85.07223
Indiana,Midwest,IN,18005,451683,Bartholomew,1053849447,6815270,406.894,2.631,39.205843,-85.897999
Indiana,Midwest,IN,18007,450403,Benton,1052616465,236033,406.418,0.091,40.600945,-87.314846
Indiana,Midwest,IN,18009,450404,Blackford,427554659,1303566,165.08,0.503,40.472672,-85.32373
Indiana,Midwest,IN,18011,450405,Boone,1095336135,877918,422.912,0.339,40.050892,-86.469014
Indiana,Midwest,IN,18013,451684,Brown,808029692,12040226,311.982,4.649,39.192864,-86.239728
Indiana,Midwest,IN,18015,450406,Carroll,964066245,7227489,372.228,2.791,40.58498,-86.565141
Indiana,Midwest,IN,18017,450339,Cass,1067475956,6974424,412.155,2.693,40.753799,-86.355168
Indiana,Midwest,IN,18019,450340,Clark,965728793,9274888,372.87,3.581,38.476217,-85.711122
Indiana,Midwest,IN,18021,450341,Clay,926094201,7133798,357.567,2.754,39.393951,-87.115837
Indiana,Midwest,IN,18023,450342,Clinton,1049119213,461117,405.067,0.178,40.305944,-86.477567
Indiana,Midwest,IN,18025,451674,Crawford,791601701,7974817,305.639,3.079,38.289433,-86.440871
Indiana,Midwest,IN,18027,450343,Daviess,1112371102,19127743,429.489,7.385,38.694546,-87.072759
Indiana,Midwest,IN,18029,450344,Dearborn,790033494,6168683,305.034,2.382,39.148321,-84.973497
Indiana,Midwest,IN,18031,450345,Decatur,964946208,1955479,372.568,0.755,39.30598,-85.499831
Indiana,Midwest,IN,18033,450346,DeKalb,939710807,2657428,362.824,1.026,41.401189,-85.000185
Indiana,Midwest,IN,18035,450347,Delaware,1015596084,9803978,392.124,3.785,40.227543,-85.399262
Indiana,Midwest,IN,18037,451675,Dubois,1106624669,20884543,427.27,8.064,38.373344,-86.873385
Indiana,Midwest,IN,18039,450348,Elkhart,1199614716,12423365,463.174,4.797,41.600693,-85.863986
Indiana,Midwest,IN,18041,450349,Fayette,556901540,366406,215.021,0.141,39.639655,-85.185032
Indiana,Midwest,IN,18043,450350,Floyd,383154033,2644456,147.937,1.021,38.317936,-85.911474
Indiana,Midwest,IN,18045,450351,Fountain,1024769247,5734092,395.666,2.214,40.121237,-87.234872
Indiana,Midwest,IN,18047,450352,Franklin,995670736,17143505,384.431,6.619,39.409762,-85.066964
Indiana,Midwest,IN,18049,450353,Fulton,954118481,7454415,368.387,2.878,41.050384,-86.265006
Indiana,Midwest,IN,18051,450354,Gibson,1262597418,30232626,487.492,11.673,38.317398,-87.580523
Indiana,Midwest,IN,18053,450355,Grant,1072452756,2133490,414.076,0.824,40.515758,-85.654946
Indiana,Midwest,IN,18055,451676,Greene,1405058571,8861019,542.496,3.421,39.047147,-87.004771
Indiana,Midwest,IN,18057,450356,Hamilton,1021225953,21080652,394.298,8.139,40.053646,-86.021726
Indiana,Midwest,IN,18059,450357,Hancock,792576076,2615353,306.015,1.01,39.82253,-85.773162
Indiana,Midwest,IN,18061,451677,Harrison,1254889457,5193189,484.516,2.005,38.18644,-86.103681
Indiana,Midwest,IN,18063,450358,Hendricks,1053898381,4830507,406.912,1.865,39.768963,-86.509908
Indiana,Midwest,IN,18065,450359,Henry,1014954786,7655120,391.876,2.956,39.929591,-85.397363
Indiana,Midwest,IN,18067,450360,Howard,758858966,2394188,292.997,0.924,40.483537,-86.114118
Indiana,Midwest,IN,18069,450361,Huntington,991056674,13133729,382.649,5.071,40.826394,-85.478597
Indiana,Midwest,IN,18071,451678,Jackson,1319114198,11915575,509.313,4.601,38.911957,-86.042516
Indiana,Midwest,IN,18073,450494,Jasper,1449421061,4560866,559.625,1.761,41.017688,-87.118814
Indiana,Midwest,IN,18075,450362,Jay,994310111,458546,383.905,0.177,40.434972,-85.00338
Indiana,Midwest,IN,18077,450363,Jefferson,934033622,5844624,360.632,2.257,38.783604,-85.44009
Indiana,Midwest,IN,18079,450364,Jennings,975363941,4546194,376.59,1.755,38.996234,-85.628111
Indiana,Midwest,IN,18081,450365,Johnson,829906417,3525678,320.429,1.361,39.495986,-86.0946
Indiana,Midwest,IN,18083,450366,Knox,1336514269,20755095,516.031,8.014,38.688391,-87.420354
Indiana,Midwest,IN,18085,450367,Kosciusko,1376280527,59590716,531.385,23.008,41.244293,-85.861575
Indiana,Midwest,IN,18087,450368,LaGrange,983195242,18359940,379.614,7.089,41.642468,-85.426302
Indiana,Midwest,IN,18089,450495,Lake,1292340642,330469428,498.976,127.595,41.472247,-87.374337
Indiana,Midwest,IN,18091,450507,LaPorte,1549587619,38747154,598.299,14.96,41.549013,-86.744739
Indiana,Midwest,IN,18093,451703,Lawrence,1163341587,7149012,449.169,2.76,38.839815,-86.48782
Indiana,Midwest,IN,18095,450370,Madison,1170457647,2559353,451.916,0.988,40.166203,-85.722454
Indiana,Midwest,IN,18097,450371,Marion,1026492922,17303138,396.331,6.681,39.782976,-86.135794
Indiana,Midwest,IN,18099,450372,Marshall,1148994017,15834723,443.629,6.114,41.325003,-86.269036
Indiana,Midwest,IN,18101,451679,Martin,869570146,12078264,335.743,4.663,38.705322,-86.801847
Indiana,Midwest,IN,18103,450373,Miami,968246655,9184648,373.842,3.546,40.772881,-86.044258
Indiana,Midwest,IN,18105,451680,Monroe,1021811687,43504230,394.524,16.797,39.160751,-86.523325
Indiana,Midwest,IN,18107,450374,Montgomery,1306949763,2148469,504.616,0.83,40.040296,-86.892715
Indiana,Midwest,IN,18109,450375,Morgan,1046284185,14129858,403.973,5.456,39.482646,-86.447457
Indiana,Midwest,IN,18111,450376,Newton,1040550543,4349506,401.759,1.679,40.962399,-87.402172
Indiana,Midwest,IN,18113,450377,Noble,1064079589,17066448,410.843,6.589,41.40468,-85.417271
Indiana,Midwest,IN,18115,450378,Ohio,223101878,3352213,86.14,1.294,38.940527,-84.964299
Indiana,Midwest,IN,18117,451681,Orange,1031818419,25393828,398.387,9.805,38.547381,-86.489257
Indiana,Midwest,IN,18119,450379,Owen,997894792,6568718,385.289,2.536,39.317339,-86.838845
Indiana,Midwest,IN,18121,450380,Parke,1151671012,13769481,444.663,5.316,39.77425,-87.19695
Indiana,Midwest,IN,18123,451682,Perry,988668637,11817649,381.727,4.563,38.081436,-86.62654
Indiana,Midwest,IN,18125,450381,Pike,865677151,17752923,334.24,6.854,38.397898,-87.232532
Indiana,Midwest,IN,18127,450382,Porter,1083011641,268393387,418.153,103.627,41.509917,-87.071314
Indiana,Midwest,IN,18129,450383,Posey,1060787822,25259374,409.572,9.753,38.027614,-87.868653
Indiana,Midwest,IN,18131,446852,Pulaski,1123146055,2291536,433.649,0.885,41.045272,-86.692538
Indiana,Midwest,IN,18133,450384,Putnam,1244576865,5585869,480.534,2.157,39.665548,-86.853373
Indiana,Midwest,IN,18135,446853,Randolph,1171656605,2420299,452.379,0.934,40.164174,-85.005481
Indiana,Midwest,IN,18137,450385,Ripley,1156236792,4237459,446.426,1.636,39.10023,-85.260541
Indiana,Midwest,IN,18139,446854,Rush,1057035452,872309,408.124,0.337,39.622355,-85.466416
Indiana,Midwest,IN,18141,452855,St. Joseph,1185822386,9160592,457.849,3.537,41.617699,-86.288159
Indiana,Midwest,IN,18143,450386,Scott,493126320,6089001,190.397,2.351,38.679431,-85.751898
Indiana,Midwest,IN,18145,450387,Shelby,1064866136,4167815,411.147,1.609,39.524135,-85.792174
Indiana,Midwest,IN,18147,450388,Spencer,1027563200,12126268,396.744,4.682,38.009789,-87.010645
Indiana,Midwest,IN,18149,450389,Starke,800657570,7951314,309.136,3.07,41.284478,-86.644636
Indiana,Midwest,IN,18151,450390,Steuben,799639437,35543662,308.743,13.723,41.643437,-85.002467
Indiana,Midwest,IN,18153,450391,Sullivan,1158093351,18061346,447.142,6.974,39.089225,-87.415843
Indiana,Midwest,IN,18155,450392,Switzerland,571436384,7267095,220.633,2.806,38.825854,-85.029681
Indiana,Midwest,IN,18157,450393,Tippecanoe,1294484201,8910176,499.803,3.44,40.38913,-86.893555
Indiana,Midwest,IN,18159,450394,Tipton,674797593,68028,260.541,0.026,40.310229,-86.056207
Indiana,Midwest,IN,18161,450395,Union,417568495,10238509,161.224,3.953,39.623111,-84.925152
Indiana,Midwest,IN,18163,450396,Vanderburgh,604739183,7351999,233.491,2.839,38.02007,-87.586166
Indiana,Midwest,IN,18165,450397,Vermillion,665311753,7904759,256.878,3.052,39.854045,-87.462071
Indiana,Midwest,IN,18167,450398,Vigo,1044875181,18186444,403.429,7.022,39.429143,-87.390375
Indiana,Midwest,IN,18169,450399,Wabash,1068206255,22115988,412.437,8.539,40.843747,-85.795192
Indiana,Midwest,IN,18171,450400,Warren,944520571,4466121,364.681,1.724,40.352658,-87.375847
Indiana,Midwest,IN,18173,450335,Warrick,996857041,15966180,384.889,6.165,38.097764,-87.272023
Indiana,Midwest,IN,18175,451665,Washington,1330544687,7441766,513.726,2.873,38.600613,-86.104751
Indiana,Midwest,IN,18177,450336,Wayne,1040508995,6732227,401.743,2.599,39.863091,-85.006735
Indiana,Midwest,IN,18179,450337,Wells,953341239,5596388,368.087,2.161,40.735273,-85.212974
Indiana,Midwest,IN,18181,450338,White,1308269681,9203201,505.126,3.553,40.75095,-86.864293
Indiana,Midwest,IN,18183,450369,Whitley,869113981,6080446,335.567,2.348,41.136426,-85.501892
Iowa,Midwest,IA,19001,465190,Adair,1474404174,2597996,569.271,1.003,41.328528,-94.478164
Iowa,Midwest,IA,19003,465191,Adams,1096700751,5353404,423.439,2.067,41.021656,-94.696906
Iowa,Midwest,IA,19005,465192,Allamakee,1655214375,50995260,639.082,19.689,43.274964,-91.382751
Iowa,Midwest,IA,19007,465193,Appanoose,1287982967,49083873,497.293,18.951,40.744296,-92.873061
Iowa,Midwest,IA,19009,465194,Audubon,1147264446,1152260,442.961,0.445,41.679178,-94.904312
Iowa,Midwest,IA,19011,465195,Benton,1855117307,5760770,716.265,2.224,42.092547,-92.05763
Iowa,Midwest,IA,19013,465196,Black Hawk,1465331841,17900109,565.768,6.911,42.471541,-92.308033
Iowa,Midwest,IA,19015,465197,Boone,1480356898,5364811,571.569,2.071,42.038601,-93.938363
Iowa,Midwest,IA,19017,465198,Bremer,1127880109,10171938,435.477,3.927,42.78089,-92.327586
Iowa,Midwest,IA,19019,465199,Buchanan,1478934818,5427653,571.02,2.096,42.470328,-91.838666
Iowa,Midwest,IA,19021,465200,Buena Vista,1488989048,13791665,574.902,5.325,42.741521,-95.141431
Iowa,Midwest,IA,19023,465201,Butler,1502536017,4209726,580.132,1.625,42.734708,-92.780066
Iowa,Midwest,IA,19025,465202,Calhoun,1476209004,5560503,569.968,2.147,42.38617,-94.643683
Iowa,Midwest,IA,19027,465203,Carroll,1474835085,2145349,569.437,0.828,42.039492,-94.867647
Iowa,Midwest,IA,19029,465204,Cass,1461450834,1758815,564.269,0.679,41.333824,-94.933302
Iowa,Midwest,IA,19031,465205,Cedar,1500730751,6385841,579.435,2.466,41.77236,-91.132611
Iowa,Midwest,IA,19033,465206,Cerro Gordo,1471881722,17668265,568.297,6.822,43.074975,-93.250965
Iowa,Midwest,IA,19035,465207,Cherokee,1494180439,423187,576.906,0.163,42.742738,-95.633262
Iowa,Midwest,IA,19037,465208,Chickasaw,1306338744,3309320,504.38,1.278,43.059741,-92.31721
Iowa,Midwest,IA,19039,465209,Clarke,1116716067,1524746,431.167,0.589,41.029191,-93.784096
Iowa,Midwest,IA,19041,465625,Clay,1469139488,13866649,567.238,5.354,43.079822,-95.149726
Iowa,Midwest,IA,19043,465210,Clayton,2016303743,36687942,778.499,14.165,42.840998,-91.323511
Iowa,Midwest,IA,19045,465211,Clinton,1799830912,39514668,694.919,15.257,41.898073,-90.534243
Iowa,Midwest,IA,19047,465212,Crawford,1849742901,2194272,714.19,0.847,42.043119,-95.38909
Iowa,Midwest,IA,19049,465213,Dallas,1524071588,8420729,588.447,3.251,41.685321,-94.040707
Iowa,Midwest,IA,19051,465214,Davis,1300661934,6904100,502.188,2.666,40.748089,-92.410345
Iowa,Midwest,IA,19053,465215,Decatur,1377567410,4140765,531.882,1.599,40.736379,-93.78458
Iowa,Midwest,IA,19055,465216,Delaware,1496381669,3082462,577.756,1.19,42.473002,-91.359438
Iowa,Midwest,IA,19057,465217,Des Moines,1077781101,35267890,416.134,13.617,40.915339,-91.186925
Iowa,Midwest,IA,19059,465218,Dickinson,985764408,60490793,380.606,23.356,43.389611,-95.196057
Iowa,Midwest,IA,19061,465219,Dubuque,1575502131,21124442,608.305,8.156,42.463481,-90.878771
Iowa,Midwest,IA,19063,465220,Emmet,1025328491,17196398,395.882,6.64,43.377984,-94.66937
Iowa,Midwest,IA,19065,465221,Fayette,1892804701,1320705,730.816,0.51,42.86445,-91.839373
Iowa,Midwest,IA,19067,465222,Floyd,1296631059,1942569,500.632,0.75,43.052741,-92.787367
Iowa,Midwest,IA,19069,465223,Franklin,1507301307,1428932,581.972,0.552,42.736549,-93.271425
Iowa,Midwest,IA,19071,465224,Fremont,1323872906,14214134,511.15,5.488,40.74259,-95.599182
Iowa,Midwest,IA,19073,465225,Greene,1475188805,4249889,569.574,1.641,42.042494,-94.388703
Iowa,Midwest,IA,19075,465226,Grundy,1299797737,94406,501.855,0.036,42.403323,-92.790261
Iowa,Midwest,IA,19077,465227,Guthrie,1529699159,6355536,590.62,2.454,41.683573,-94.501272
Iowa,Midwest,IA,19079,465228,Hamilton,1493776461,1965337,576.75,0.759,42.390768,-93.709198
Iowa,Midwest,IA,19081,465229,Hancock,1478894985,5265568,571.005,2.033,43.075411,-93.743697
Iowa,Midwest,IA,19083,465230,Hardin,1474507700,1773879,569.311,0.685,42.390208,-93.241669
Iowa,Midwest,IA,19085,465231,Harrison,1804808431,12417758,696.84,4.795,41.688584,-95.827149
Iowa,Midwest,IA,19087,465232,Henry,1124896700,5780297,434.325,2.232,40.985864,-91.54427
Iowa,Midwest,IA,19089,465233,Howard,1225706334,927963,473.248,0.358,43.365312,-92.321908
Iowa,Midwest,IA,19091,465234,Humboldt,1124967280,3406147,434.352,1.315,42.782221,-94.202775
Iowa,Midwest,IA,19093,465235,Ida,1117599643,1406461,431.508,0.543,42.39186,-95.507421
Iowa,Midwest,IA,19095,465236,Iowa,1518915991,2686847,586.457,1.037,41.683918,-92.059123
Iowa,Midwest,IA,19097,465237,Jackson,1647332503,35141510,636.039,13.568,42.164281,-90.574596
Iowa,Midwest,IA,19099,465238,Jasper,1891779130,6565706,730.42,2.535,41.685551,-93.054147
Iowa,Midwest,IA,19101,465239,Jefferson,1127964783,3538407,435.51,1.366,41.00688,-91.967137
Iowa,Midwest,IA,19103,465240,Johnson,1590355531,23595209,614.04,9.11,41.668736,-91.588812
Iowa,Midwest,IA,19105,465241,Jones,1490851095,3582589,575.621,1.383,42.125118,-91.116914
Iowa,Midwest,IA,19107,465242,Keokuk,1500067264,1929323,579.179,0.745,41.331182,-92.167721
Iowa,Midwest,IA,19109,465243,Kossuth,2519332666,4154725,972.72,1.604,43.212478,-94.213983
Iowa,Midwest,IA,19111,465244,Lee,1340377318,55290806,517.523,21.348,40.647588,-91.477157
Iowa,Midwest,IA,19113,465245,Linn,1856749368,19709384,716.895,7.61,42.077951,-91.597674
Iowa,Midwest,IA,19115,465246,Louisa,1040583598,40784326,401.772,15.747,41.218211,-91.256994
Iowa,Midwest,IA,19117,465247,Lucas,1115257659,9852846,430.603,3.804,41.033344,-93.331467
Iowa,Midwest,IA,19119,465248,Lyon,1522007089,334465,587.65,0.129,43.38358,-96.207201
Iowa,Midwest,IA,19121,465249,Madison,1452999336,2983842,561.006,1.152,41.330622,-94.015184
Iowa,Midwest,IA,19123,465250,Mahaska,1478528149,6564786,570.863,2.535,41.330797,-92.636366
Iowa,Midwest,IA,19125,465251,Marion,1436247792,41363233,554.538,15.97,41.331455,-93.093849
Iowa,Midwest,IA,19127,465252,Marshall,1482770586,1803080,572.501,0.696,42.041691,-92.981452
Iowa,Midwest,IA,19129,465253,Mills,1132950357,8306516,437.435,3.207,41.033703,-95.619101
Iowa,Midwest,IA,19131,465254,Mitchell,1215049022,1118418,469.133,0.432,43.348564,-92.784466
Iowa,Midwest,IA,19133,465255,Monona,1797638003,12592271,694.072,4.862,42.049432,-95.956566
Iowa,Midwest,IA,19135,465256,Monroe,1123317231,1522796,433.715,0.588,41.028847,-92.869642
Iowa,Midwest,IA,19137,465257,Montgomery,1098405664,2410459,424.097,0.931,41.021735,-95.15779
Iowa,Midwest,IA,19139,465258,Muscatine,1133042092,30197314,437.47,11.659,41.483776,-91.118699
Iowa,Midwest,IA,19141,465259,O'Brien,1484154230,447448,573.035,0.173,43.083746,-95.625624
Iowa,Midwest,IA,19143,465260,Osceola,1032593813,1835265,398.687,0.709,43.378542,-95.633788
Iowa,Midwest,IA,19145,465261,Page,1385494467,1359125,534.942,0.525,40.73909,-95.14429
Iowa,Midwest,IA,19147,465262,Palo Alto,1460349225,14480046,563.844,5.591,43.075337,-94.669055
Iowa,Midwest,IA,19149,465263,Plymouth,2234715142,2176851,862.828,0.84,42.737585,-96.215864
Iowa,Midwest,IA,19151,465264,Pocahontas,1495047025,3666526,577.241,1.416,42.734033,-94.678279
Iowa,Midwest,IA,19153,465265,Polk,1486150785,45916340,573.806,17.728,41.684281,-93.56972
Iowa,Midwest,IA,19155,465266,Pottawattamie,2461239097,22925691,950.29,8.852,41.340184,-95.544905
Iowa,Midwest,IA,19157,465267,Poweshiek,1515003206,2903882,584.946,1.121,41.684526,-92.522882
Iowa,Midwest,IA,19159,465268,Ringgold,1386934256,8721187,535.498,3.367,40.735334,-94.244251
Iowa,Midwest,IA,19161,465269,Sac,1489272908,8596900,575.012,3.319,42.387526,-95.105224
Iowa,Midwest,IA,19163,465270,Scott,1186445458,26214586,458.089,10.122,41.642079,-90.622289
Iowa,Midwest,IA,19165,465271,Shelby,1530110541,1486129,590.779,0.574,41.679014,-95.308917
Iowa,Midwest,IA,19167,465272,Sioux,1989974789,1707482,768.334,0.659,43.082646,-96.17801
Iowa,Midwest,IA,19169,465273,Story,1483235358,2509640,572.68,0.969,42.037538,-93.466093
Iowa,Midwest,IA,19171,465274,Tama,1867411159,2769421,721.012,1.069,42.074848,-92.529411
Iowa,Midwest,IA,19173,465275,Taylor,1377618862,7133359,531.902,2.754,40.737949,-94.697108
Iowa,Midwest,IA,19175,465276,Union,1097235787,5575853,423.645,2.153,41.02855,-94.245091
Iowa,Midwest,IA,19177,465277,Van Buren,1255597345,14839910,484.789,5.73,40.754117,-91.952943
Iowa,Midwest,IA,19179,465278,Wapello,1118443321,10846138,431.833,4.188,41.031263,-92.409482
Iowa,Midwest,IA,19181,465279,Warren,1475844902,9125392,569.827,3.523,41.336862,-93.564222
Iowa,Midwest,IA,19183,465280,Washington,1473322162,5353718,568.853,2.067,41.329401,-91.725052
Iowa,Midwest,IA,19185,465281,Wayne,1360940690,4347639,525.462,1.679,40.739983,-93.332613
Iowa,Midwest,IA,19187,465282,Webster,1853443681,7277624,715.619,2.81,42.433579,-94.175831
Iowa,Midwest,IA,19189,465283,Winnebago,1037261880,3182052,400.489,1.229,43.378124,-93.743488
Iowa,Midwest,IA,19191,465284,Winneshiek,1786750177,698598,689.868,0.27,43.292989,-91.850788
Iowa,Midwest,IA,19193,465285,Woodbury,2260790856,12793707,872.896,4.94,42.39322,-96.053296
Iowa,Midwest,IA,19195,465286,Worth,1036314942,4709127,400.123,1.818,43.373491,-93.248533
Iowa,Midwest,IA,19197,465287,Wright,1503286809,4703964,580.422,1.816,42.733007,-93.734735
Kansas,South,KS,20001,484970,Allen,1295779079,13007160,500.303,5.022,37.884228,-95.300945
Kansas,South,KS,20003,484971,Anderson,1501276766,10586461,579.646,4.087,38.215114,-95.292046
Kansas,South,KS,20005,484972,Atchison,1116729682,6857575,431.172,2.648,39.532544,-95.313397
Kansas,South,KS,20007,484973,Barber,2937251662,5403867,1134.079,2.086,37.222906,-98.685052
Kansas,South,KS,20009,484974,Barton,2319076873,13555388,895.401,5.234,38.481239,-98.767837
Kansas,South,KS,20011,484975,Bourbon,1645861887,9377511,635.471,3.621,37.8561,-94.850928
Kansas,South,KS,20013,484976,Brown,1478552682,3196147,570.872,1.234,39.825931,-95.569905
Kansas,South,KS,20015,484977,Butler,3703340011,43150127,1429.868,16.66,37.773649,-96.83884
Kansas,South,KS,20017,484978,Chase,2002216831,12087937,773.06,4.667,38.299475,-96.594029
Kansas,South,KS,20019,484979,Chautauqua,1654693638,15243752,638.881,5.886,37.154259,-96.245396
Kansas,South,KS,20021,484980,Cherokee,1521793575,8948874,587.568,3.455,37.169392,-94.845698
Kansas,South,KS,20023,484981,Cheyenne,2641502313,2738021,1019.89,1.057,39.789918,-101.727326
Kansas,South,KS,20025,484982,Clark,2524286193,6604959,974.632,2.55,37.233831,-99.813869
Kansas,South,KS,20027,484983,Clay,1671328018,26673877,645.303,10.299,39.344964,-97.168853
Kansas,South,KS,20029,484984,Cloud,1852726648,6859880,715.342,2.649,39.487329,-97.64139
Kansas,South,KS,20031,484985,Coffey,1623784682,70310162,626.947,27.147,38.23645,-95.729137
Kansas,South,KS,20033,484986,Comanche,2041681358,3604153,788.298,1.392,37.181442,-99.251293
Kansas,South,KS,20035,484987,Cowley,2915656885,17314093,1125.741,6.685,37.234507,-96.837247
Kansas,South,KS,20037,484988,Crawford,1527463568,13609374,589.757,5.255,37.50582,-94.853897
Kansas,South,KS,20039,484989,Decatur,2314199309,1631670,893.517,0.63,39.783542,-100.459708
Kansas,South,KS,20041,484990,Dickinson,2193902636,12634299,847.071,4.878,38.867735,-97.157943
Kansas,South,KS,20043,484991,Doniphan,1018914855,12615010,393.405,4.871,39.788502,-95.147225
Kansas,South,KS,20045,484992,Douglas,1180717261,48585515,455.878,18.759,38.896415,-95.290946
Kansas,South,KS,20047,484993,Edwards,1610699229,206413,621.894,0.08,37.883595,-99.304746
Kansas,South,KS,20049,484994,Elk,1668638344,16061091,644.265,6.201,37.456026,-96.244642
Kansas,South,KS,20051,484995,Ellis,2330762267,1197085,899.912,0.462,38.914596,-99.317329
Kansas,South,KS,20053,484996,Ellsworth,1854030748,19270073,715.845,7.44,38.700845,-98.205355
Kansas,South,KS,20055,485326,Finney,3372087250,1825533,1301.97,0.705,38.049808,-100.739967
Kansas,South,KS,20057,484997,Ford,2844508241,2097359,1098.271,0.81,37.688416,-99.884748
Kansas,South,KS,20059,484998,Franklin,1480840688,13935639,571.756,5.381,38.558019,-95.278962
Kansas,South,KS,20061,484999,Geary,996159057,51452635,384.619,19.866,39.002155,-96.768038
Kansas,South,KS,20063,485000,Gove,2775599151,245359,1071.665,0.095,38.917239,-100.48736
Kansas,South,KS,20065,481811,Graham,2327173638,599356,898.527,0.231,39.354972,-99.879894
Kansas,South,KS,20067,485099,Grant,1488724890,892323,574.8,0.345,37.547537,-101.299362
Kansas,South,KS,20069,485001,Gray,2250356165,1113338,868.867,0.43,37.744513,-100.451716
Kansas,South,KS,20071,485002,Greeley,2016058541,0,778.405,0,38.480404,-101.80597
Kansas,South,KS,20073,485003,Greenwood,2961132985,24155654,1143.3,9.327,37.879347,-96.241732
Kansas,South,KS,20075,485327,Hamilton,2580947597,2904549,996.509,1.121,37.995244,-101.793689
Kansas,South,KS,20077,485004,Harper,2075276213,3913474,801.269,1.511,37.188184,-98.06659
Kansas,South,KS,20079,485005,Harvey,1397961247,2503275,539.756,0.967,38.050144,-97.436706
Kansas,South,KS,20081,485328,Haskell,1495773051,910409,577.521,0.352,37.554979,-100.879952
Kansas,South,KS,20083,485006,Hodgeman,2227369160,826344,859.992,0.319,38.087493,-99.898407
Kansas,South,KS,20085,485007,Jackson,1699600399,4666481,656.219,1.802,39.411145,-95.794485
Kansas,South,KS,20087,485008,Jefferson,1379361015,62426267,532.574,24.103,39.239644,-95.375314
Kansas,South,KS,20089,485009,Jewell,2356321408,11859451,909.781,4.579,39.77701,-98.222584
Kansas,South,KS,20091,485010,Johnson,1226126050,16799068,473.41,6.486,38.883907,-94.82233
Kansas,South,KS,20093,485011,Kearny,2254696554,1133601,870.543,0.438,37.994461,-101.308136
Kansas,South,KS,20095,485012,Kingman,2236099092,8536477,863.363,3.296,37.552951,-98.144529
Kansas,South,KS,20097,485013,Kiowa,1871626655,596764,722.639,0.23,37.561231,-99.286539
Kansas,South,KS,20099,485014,Labette,1671305796,20261091,645.295,7.823,37.191468,-95.297473
Kansas,South,KS,20101,485015,Lane,1858093597,551220,717.414,0.213,38.481286,-100.466185
Kansas,South,KS,20103,485016,Leavenworth,1198763078,15869286,462.845,6.127,39.189511,-95.038977
Kansas,South,KS,20105,485017,Lincoln,1863226617,2748359,719.396,1.061,39.047276,-98.214265
Kansas,South,KS,20107,485018,Linn,1538618725,31937639,594.064,12.331,38.216549,-94.844932
